"Athlete","Year","Mark","Conv","Meet","Meet_Date","Wind","Team","Event","Season","Location"
"Watanabe, Kelly","JR-3","4.47m","14' 8""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",-0.3,"Athena","LJ","2019","Outdoor"
"Weisman , Carolyn","SO-2","4.46m","14' 7.75""","SCIAC Dual Redlands","Mar 2, 2019",-0.4,"Athena","LJ","2019","Outdoor"
"Catolico, Julia","SO-2","4.45m","14' 7.25""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",0.6,"Athena","LJ","2019","Outdoor"
"Pratt, Grace","SO-2","4.44m","14' 7""","Beach Invitational","Apr 19, 2019",0,"Athena","LJ","2019","Outdoor"
"Chami, Dani","SR-4","4.44m","14' 7""","SCIAC Dual Redlands","Mar 2, 2019",-1.1,"Athena","LJ","2019","Outdoor"
"Canfield, Julia","JR-3","4.42m","14' 6""","Redlands Invitational","Mar 15, 2019",-0.3,"Athena","LJ","2019","Outdoor"
"Marsh, Deyana","SO-2","4.42m","14' 6""","41st Annual Aztec Open","Mar 21, 2019",-1,"Athena","LJ","2019","Outdoor"
"Chami, Dani","SR-4","4.40m","14' 5.25""","SCIAC Dual Redlands","Mar 2, 2019",-0.7,"Athena","LJ","2019","Outdoor"
"Chami, Dani","SR-4","4.38m","14' 4.5""","SCIAC Dual Redlands","Mar 2, 2019",-1,"Athena","LJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","4.38m","14' 4.5""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",0,"Athena","LJ","2019","Outdoor"
"Marsh, Deyana","SO-2","4.36m","14' 3.75""","Redlands Invitational","Mar 15, 2019",0.4,"Athena","LJ","2019","Outdoor"
"Canfield, Julia","JR-3","4.35m","14' 3.25""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0.6,"Athena","LJ","2019","Outdoor"
"Canfield, Julia","JR-3","4.34m","14' 3""","23rd Rossi Relays","Feb 23, 2019",1.7,"Athena","LJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","4.33m","14' 2.5""","23rd Rossi Relays","Feb 23, 2019",0,"Athena","LJ","2019","Outdoor"
"Marsh, Deyana","SO-2","4.32m","14' 2.25""","Redlands Invitational","Mar 15, 2019",0.7,"Athena","LJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","4.32m","14' 2.25""","SCIAC Dual Redlands","Mar 2, 2019",-0.8,"Athena","LJ","2019","Outdoor"
"Canfield, Julia","JR-3","4.28m","14' 0.5""","SCIAC Dual Redlands","Mar 2, 2019",-1.4,"Athena","LJ","2019","Outdoor"
"Catolico, Julia","SO-2","4.27m","14' 0.25""","SCIAC Multi-Dual #2","Mar 30, 2019",-0.8,"Athena","LJ","2019","Outdoor"
"Canfield, Julia","JR-3","4.26m","13' 11.75""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",-1,"Athena","LJ","2019","Outdoor"
"Canfield, Julia","JR-3","4.26m","13' 11.75""","2019 Pomona-Pitzer Invitational (College/Univ)","Apr 6, 2019",0,"Athena","LJ","2019","Outdoor"
"Canfield, Julia","JR-3","4.25m","13' 11.5""","SCIAC Dual Redlands","Mar 2, 2019",-1.8,"Athena","LJ","2019","Outdoor"
"Canfield, Julia","JR-3","4.24m","13' 11""","2019 Pomona-Pitzer Collegiate All-Comers","Feb 16, 2019",0,"Athena","LJ","2019","Outdoor"
"Canfield, Julia","JR-3","4.24m","13' 11""","SCIAC Multi Dual 3 (Oxy, P-P, CHU, CMS, CLU)","Apr 13, 2019",0,"Athena","LJ","2019","Outdoor"
"Marsh, Deyana","SO-2","4.11m","13' 6""","SCIAC Multi-Dual #2","Mar 30, 2019",-1.5,"Athena","LJ","2019","Outdoor"
"Canfield, Julia","JR-3","4.11m","13' 6""","SCIAC Track & Field Conference Championships","Apr 27, 2019",1.5,"Athena","LJ","2019","Outdoor"
"Canfield, Julia","JR-3","4.06m","13' 4""","SCIAC Dual Redlands","Mar 2, 2019",-0.5,"Athena","LJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","4.03m","13' 2.75""","SCIAC Multi-Dual #2","Mar 30, 2019",-0.8,"Athena","LJ","2019","Outdoor"
"Watanabe, Kelly","JR-3","4.02m","13' 2.25""","SCIAC Dual Redlands","Mar 2, 2019",-1.4,"Athena","LJ","2019","Outdoor"
"Marsh, Deyana","SO-2","3.93m","12' 10.75""","SCIAC Multi-Dual #2","Mar 30, 2019",-0.2,"Athena","LJ","2019","Outdoor"
"Canfield, Julia","JR-3","3.81m","12' 6""","SCIAC Dual Redlands","Mar 2, 2019",-0.5,"Athena","LJ","2019","Outdoor"
"Marsh, Deyana","SO-2","3.78m","12' 5""","Redlands Invitational","Mar 15, 2019",-0.2,"Athena","LJ","2019","Outdoor"
"Marsh, Deyana","SO-2","3.50m","11' 5.75""","Redlands Invitational","Mar 15, 2019",-0.4,"Athena","LJ","2019","Outdoor"
"Canfield, Julia","JR-3","2.80m","9' 2.25""","Redlands Invitational","Mar 15, 2019",0.3,"Athena","LJ","2019","Outdoor"
"Marsh, Deyana","SO-2","0.11m","0' 4.5""","Claremont Classic Hep/Dec Multis Meet","May 8, 2019",0.8,"Athena","LJ","2019","Outdoor"
"Marsh, Deyana","SO-2","0.10m","0' 4""","Claremont Classic Hep/Dec Multis Meet","May 8, 2019",0.9,"Athena","LJ","2019","Outdoor"
